Rock Type,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,CaO
"PERIDOTITE",40.81,0.56,15.65,,6.9,0.38,6.29
"PERIDOTITE",40.89,0.03,19.54,,8.49,0.55,5.72
"PERIDOTITE",36.18,0.01,20.62,,29.44,9.42,0.87
"PERIDOTITE",41.1,0.5,18.65,,7.62,0.4,5.3
"PERIDOTITE",41.84,0.42,21.25,,8.19,0.29,4.32
"PERIDOTITE",36.99,,20.91,,28.7,6.2,5.32
"PERIDOTITE",40.66,0.69,16.74,,7.68,0.36,5.94
"PERIDOTITE",40.43,0.53,20.2,,9.55,0.51,7.39
"PERIDOTITE",38.5,0.11,20.87,,3.56,0.19,35.32
"PERIDOTITE",40.61,0.81,16.05,,7.52,0.39,6.53
"PERIDOTITE",41.56,0.47,20.73,,7.33,0.3,4.55
"PERIDOTITE",35.67,,20.55,,27.76,13.02,1.59
"PERIDOTITE",41.2,0.2,17.96,,6.95,0.39,5.06
"PERIDOTITE",41.51,0.61,20.69,,8.72,0.33,4.35
"PERIDOTITE",36.48,0.03,20.73,,28.72,13.04,1.06
"PERIDOTITE",40.57,0.73,17.33,,8.08,0.41,6.22
"PERIDOTITE",41.52,0.7,19.27,,8.01,0.42,5.91
"PERIDOTITE",37.74,0.01,21.23,,28.93,0.92,4.43
"PERIDOTITE",41.9,0.69,19.13,,6.21,0.33,4.38
"PERIDOTITE",40.94,0.04,18.71,,8.52,0.57,5.65
"PERIDOTITE",37.82,3.04,16.62,,10.55,0.02,0
"PERIDOTITE",42.11,0.01,20.87,,6.84,0.31,4.59
"PERIDOTITE",41.61,0.59,18.61,,7.17,0.3,4.84
"PERIDOTITE",41.34,0.53,19.95,,6.66,0.3,4.64
"PERIDOTITE",41.49,0.05,20.04,,8.39,0.45,5.33
"PERIDOTITE",38.23,0.03,21.68,,26.48,0.86,4.31
"PERIDOTITE",41.75,0.28,20.66,,6.58,0.33,4.53
"PERIDOTITE",41.41,0.44,21.11,,10.37,0.52,6.29
"PERIDOTITE",38.05,0.02,21.21,,26.81,0.88,4.17
"PERIDOTITE",41.67,0.37,20.33,,6.73,0.29,4.62
"PERIDOTITE",40.94,0.02,18.6,,8.34,0.61,4.72
"PERIDOTITE",37.17,0.03,21.26,,28.8,1.4,4.24
"PERIDOTITE",41.39,0.26,19.23,,7.05,0.29,5.27
"PERIDOTITE",37.99,,21.3,,26.52,1.12,5.48
"PERIDOTITE",41.59,0.43,21.03,,7.11,0.35,4.17
"PERIDOTITE",35.5,0.1,20.31,,27.77,12.96,1.33
"PERIDOTITE",41.46,0.32,18.79,,6.85,0.29,5.28
"PERIDOTITE",38.48,0.01,21.56,,26.44,0.75,3.64
"PERIDOTITE",42.25,0.43,20.72,,6.93,0.3,4.6
"PERIDOTITE",36.07,0.01,20.6,,28.95,9.71,1.1
"PERIDOTITE",41.15,0.55,17.33,,6.7,0.27,5.65
"PERIDOTITE",36.26,,20.77,,30.29,9.49,0.76
"PERIDOTITE",41.81,0.38,20.05,,6.8,0.33,4.58
"PERIDOTITE",36.11,0.02,20.69,,28.92,12.17,1.31
"PERIDOTITE",41.37,0.47,17.17,,6.51,0.35,5.63
"PERIDOTITE",36.54,,20.9,,30.07,10.04,0.3
"PERIDOTITE",41.36,0.62,19.47,,6.95,0.3,4.89
"PERIDOTITE",35.61,0.02,20.83,,26.99,12.29,0.76
"PERIDOTITE",40.84,0.06,18.37,,8.66,0.47,5.86
"PERIDOTITE",35.72,0.01,20.44,,27.3,13.89,1.19
"PERIDOTITE",41.43,0.43,18.62,,6.64,0.35,5.7
"ECLOGITE",39.77,0.05,22.43,,18.55,0.42,5.38
"PERIDOTITE",40.78,0.07,20.03,,9.4,0.46,5.07
"PERIDOTITE",37.54,,20.99,,27.84,2.87,5.42
"PERIDOTITE",41.28,0.74,19.45,,7.62,0.32,4.87
"PERIDOTITE",41,0.28,17.24,,6.22,0.32,5.18
"PERIDOTITE",41.47,0.57,18.71,,7.81,0.4,5.61
"PERIDOTITE",40.96,0.34,16.76,,6.78,0.28,5.78
"PERIDOTITE",42.11,0.65,19.29,,7.24,0.3,4.61
"PERIDOTITE",40.54,0.4,17.66,,7.02,0.36,5.48
"PERIDOTITE",41.1,0.5,19.34,,7.42,0.38,5.22
"PERIDOTITE",40.65,0.25,17.79,,6.92,0.33,5.85
"PERIDOTITE",41.57,0.69,19.82,,8.23,0.4,4.83
"PERIDOTITE",41.45,0.52,18.7,,6.44,0.27,4.97
"PERIDOTITE",41.25,0.46,18.58,,6.77,0.36,4.88
"ECLOGITE",41.64,0.35,22.58,,8.76,0.21,4.32
"PERIDOTITE",41.75,0.42,20.53,,7.02,0.3,4.35
"PERIDOTITE",41.45,0.25,20.1,,7.28,0.29,4.84
"PERIDOTITE",41.09,0.55,20.11,,8.34,0.4,4.82
"PERIDOTITE",36.25,,20.64,,27.31,13.76,1.47
"PERIDOTITE",41.97,0.13,21.7,,8.45,0.37,4.31
"PERIDOTITE",41.62,0.55,20.05,,6.56,0.29,4.85
"PERIDOTITE",41.5,0.4,18.97,,6.14,0.29,4.95
"PERIDOTITE",41.31,0.22,19.07,,6.6,0.34,5.03
"PERIDOTITE",41.32,0.56,17.61,,7.26,0.28,5.59
"ECLOGITE",38.57,0.09,21.11,,22.51,0.9,8.99
"PERIDOTITE",40.61,0.38,14.95,,6.78,0.36,6.8
"PERIDOTITE",41.04,0.56,19.86,,7.64,0.39,4.82
"PERIDOTITE",40.81,0.67,16.5,,7.05,0.37,5.96
"PERIDOTITE",41.8,0.35,20.7,,6.47,0.32,4.53
"PERIDOTITE",41.4,0.32,20.14,,6.69,0.29,4.76
"PERIDOTITE",41.34,0.24,20.17,,6.74,0.33,4.8
"PERIDOTITE",41.07,0.42,18.84,,6.78,0.34,4.93
"PERIDOTITE",37.48,0.06,20.64,,27.22,0.97,8.21
"PERIDOTITE",41.3,0.67,19.09,,7.67,0.34,4.97
"PERIDOTITE",41.35,0.45,20.54,,7.84,0.29,4.42
"PERIDOTITE",41.06,0.6,17.63,,6.95,0.39,5.49
"ECLOGITE",40.09,,22.67,,18.13,0.62,3.31
"PERIDOTITE",40.76,0.41,17.94,,7.77,0.37,5.06
"PERIDOTITE",40.32,0.74,16.71,,7.72,0.37,5.58
"PERIDOTITE",40.95,0.57,18.1,,6.72,0.32,5.55
"PERIDOTITE",41.96,0.16,22.45,,6.37,0.32,4.04
"PERIDOTITE",41.54,0.73,18.92,,7.8,0.41,5.2
"PERIDOTITE",41.18,0.38,18.34,,6.85,0.38,5.38
"PERIDOTITE",41.02,0.53,19.01,,9.17,0.43,5.56
"PERIDOTITE",38.22,0.02,21.24,,24.95,0.33,6.72
"PERIDOTITE",41.04,0.55,18.47,,7.11,0.33,5
"PERIDOTITE",41.33,0.51,18.09,,6.99,0.32,5.19
"PERIDOTITE",41.04,0.05,19.41,,7.72,0.47,5.53
"PERIDOTITE",41.02,0.26,17.07,,6.87,0.36,5.41
"PERIDOTITE",41.24,0.39,19.93,,7.55,0.33,4.91
"PERIDOTITE",41.2,0.21,20.16,,6.92,0.37,4.74
"PERIDOTITE",41.73,0.23,20.67,,6.44,0.36,4.61
"PERIDOTITE",41.89,0.51,20.76,,7.1,0.29,4.37
"PERIDOTITE",41.37,0.39,19.77,,7.63,0.33,4.76
"PERIDOTITE",41.91,0.53,21.73,,8.57,0.32,4.38
"PERIDOTITE",42.14,0.13,21.21,,6.75,0.28,4.5
"PERIDOTITE",40.95,0.65,18.83,,7.66,0.36,5.13
"PERIDOTITE",40.75,0.65,17.65,,8.63,0.42,5.85
"PERIDOTITE",41.96,0.27,20.21,,6.9,0.26,4.65
"PERIDOTITE",40.56,0.49,17.83,,7.69,0.43,5.63
"PERIDOTITE",41.33,0.7,20.71,,8.98,0.34,4.47
"PERIDOTITE",40.92,0.53,18.9,,6.63,0.37,5.23
"PERIDOTITE",38.26,0.04,21.77,,26.95,1.03,4.34
"PERIDOTITE",41.06,0.76,18.72,,8.48,0.33,5.27
"PERIDOTITE",41.25,0.33,19.71,,6.7,0.34,4.62
"PERIDOTITE",41.26,0.54,18.1,,6.9,0.31,5.5
"PERIDOTITE",41.32,0.53,19.45,,7.9,0.29,4.87
"PERIDOTITE",41.21,0.32,17.49,,6.56,0.28,5.59
"PERIDOTITE",40.6,0.55,17.25,,7,0.37,5.51
"PERIDOTITE",41.04,0.39,17.95,,7.46,0.4,5.47
"PERIDOTITE",40.48,0.61,17.42,,7.31,0.37,5.53
"PERIDOTITE",41.9,0.67,19.07,,7.41,0.29,4.66
"PERIDOTITE",41.62,0.68,20.69,,9.1,0.31,4.52
"PERIDOTITE",40.61,0.19,16.52,,6.9,0.38,5.83
"PERIDOTITE",40.72,0.63,16.75,,7.4,0.39,5.76
"PERIDOTITE",41.28,0.53,19.56,,8.08,0.38,4.51
"PERIDOTITE",41.29,0.23,18.99,,6.55,0.31,5.02
"PERIDOTITE",40.42,0.63,16.85,,7.24,0.4,5.58
"PERIDOTITE",41.03,0.28,19.08,,6.93,0.38,4.97
"PERIDOTITE",41.05,0.47,19.61,,7.39,0.37,4.71
"ECLOGITE",39.38,,22.39,,21.01,0.5,3.84
"PERIDOTITE",41.41,0.36,20.22,,7.38,0.33,4.29
"PERIDOTITE",41.81,0.17,18.49,,6.19,0.33,5.04
"PERIDOTITE",41.04,0.59,20.6,,9.06,0.42,4.49
"PERIDOTITE",35.53,0.02,20.61,,32.97,8.97,0.4
"PERIDOTITE",42.18,0.53,20.23,,7.09,0.28,4.73
"PERIDOTITE",40.8,0.51,19.4,,8.23,0.48,4.91
"ECLOGITE",40.53,0.41,21.91,,11.92,0.59,7.87
"PERIDOTITE",41.46,0.44,19.26,,6.72,0.35,4.86
"PERIDOTITE",41.62,0.47,20.79,,8.03,0.32,4.34
"PERIDOTITE",40.5,0.75,16.6,,7.26,0.39,6.21
"PERIDOTITE",40.78,0.02,17.32,,6.96,0.36,6.29
"PERIDOTITE",41.82,0.43,19.96,,7.17,0.3,4.95
"PERIDOTITE",41.23,0.54,19.53,,7.73,0.36,4.78
"PERIDOTITE",41.53,0.55,20.35,,7.43,0.33,4.44
"PERIDOTITE",41.01,0.15,18.59,,6.21,0.32,5.07
"PERIDOTITE",40.82,0.97,17.18,,6.89,0.41,6.26
"PERIDOTITE",41.89,0.53,21.09,,7.88,0.26,4.04
"PERIDOTITE",41.16,0.82,18.96,,6.97,0.31,5.02
"PERIDOTITE",41.09,0.18,18.82,,6.57,0.34,5.25
"PERIDOTITE",41.8,0.39,19.78,,6.82,0.25,4.62
"PERIDOTITE",41.52,0.59,20.46,,7.28,0.28,4.67
"PERIDOTITE",41.48,0.45,19.71,,7.14,0.29,4.88
"PERIDOTITE",35.7,0.01,20.72,,29.52,12.84,0.28
"PERIDOTITE",41.77,0.52,20.11,,7.13,0.28,4.72
"PERIDOTITE",40.18,0.04,17.83,,7.85,0.54,5.54
"PERIDOTITE",41.74,0.52,20.91,,7.66,0.28,4.66
"PERIDOTITE",40.66,0.23,16.83,,6.7,0.34,5.62
"PERIDOTITE",41.06,0.2,18.99,,6.7,0.35,5
"PERIDOTITE",40.87,0.26,17.29,,6.71,0.31,5.34
"PERIDOTITE",39.99,0.91,15.99,,9.27,0.42,6.87
"PERIDOTITE",41.41,0.11,19.25,,6.41,0.37,4.63
"PERIDOTITE",40.61,0.5,17.39,,7.23,0.37,5.64
"PERIDOTITE",41.11,0.58,18.02,,7.02,0.29,5.47
"PERIDOTITE",41.48,0.14,18.13,,6.29,0.35,5.05
"PERIDOTITE",41.42,0.5,15.85,,6.5,0.28,5.94
"PERIDOTITE",40.16,0.01,17.9,,8.2,0.51,7.43
"PERIDOTITE",40.33,0.89,17.28,,8.45,0.44,6.04
"PERIDOTITE",40.68,0.54,19.37,,8.52,0.4,5.55
"PERIDOTITE",41.33,0.75,19.3,,7.86,0.31,4.91
"PERIDOTITE",41.17,0.77,19.41,,7.76,0.29,4.96
"PERIDOTITE",40.6,0.77,17.48,,8.45,0.44,6.2
"PERIDOTITE",40.67,0.72,17.02,,6.54,0.33,5.64
"PERIDOTITE",41.1,0.44,17.82,,6.49,0.32,5.24
"PERIDOTITE",41.25,0.74,19.3,,7.85,0.31,5
"ECLOGITE",38.39,0.1,21.47,,20.82,0.45,9.45
"PERIDOTITE",40.79,0.92,17.6,,8.24,0.36,5.63
"PERIDOTITE",40.29,0.93,16.43,,9.33,0.42,6.58
"PERIDOTITE",40.51,0.01,17.25,,7.88,0.49,7.24
"PERIDOTITE",40.32,0.53,16.32,,6.96,0.35,5.84
"PERIDOTITE",40.87,0.78,17.52,,7.31,0.4,5.69
"PERIDOTITE",40.1,0.05,17.38,,8.12,0.5,7.54
"PERIDOTITE",41.01,0.32,19.69,,6.62,0.36,4.69
"PERIDOTITE",40.41,0.98,15.98,,7.29,0.41,7.8
"PERIDOTITE",40,,17.16,,8.02,0.51,7.72
"PERIDOTITE",40.22,,17.41,,8.13,0.54,7.53
"ECLOGITE",38.35,0.14,21.16,,21.62,0.42,9.5
"PERIDOTITE",40.16,0.02,16.69,,7.99,0.42,8.08
"PERIDOTITE",40.17,,17.68,,8.25,0.53,7.44
"PERIDOTITE",40.69,0.8,18.21,,7.18,0.37,5.43
"PERIDOTITE",41.19,0.86,18.19,,7.32,0.38,5.45
"PERIDOTITE",40.21,0.9,16.82,,9.75,0.42,6.12
"ECLOGITE",38.26,0.09,21,,23.49,0.57,7.37
"PERIDOTITE",40.82,0.53,17.17,,6.42,0.33,5.91
"PERIDOTITE",41.38,0.37,19.91,,6.65,0.34,4.63
"PERIDOTITE",40.48,0.47,17.13,,7.8,0.35,5.3
"PERIDOTITE",41.15,0.73,21.61,,9.93,0.53,5.26
"ECLOGITE",40.65,1.71,20.17,,9.17,0.4,6.03
"PERIDOTITE",41.16,0.68,19.77,,7.97,0.3,4.87
"PERIDOTITE",37.85,0.03,21.31,,25.43,0.59,6.12
"PERIDOTITE",40.31,0.84,17.36,,9.72,0.41,5.98
"PERIDOTITE",40.96,0.52,21.28,,9.41,0.47,6.35
"PERIDOTITE",37.7,0.08,21.31,,27.16,0.61,5.63
"PERIDOTITE",40.9,0.69,19.76,,8.19,0.45,5.73
"ECLOGITE",40.59,0.67,21.04,,9.94,0.54,8.07
"ECLOGITE",40.58,0.49,21.6,,9.89,0.53,7.71
"ECLOGITE",40.31,0.61,21.13,,9.94,0.51,8.14
"ECLOGITE",38.04,0.1,21.53,,21.25,0.46,10.48
"ECLOGITE",38.48,0.05,21.33,,23.97,0.53,8.04
"ECLOGITE",40.55,0.82,21.01,,9.76,0.49,8.16
"PERIDOTITE",40.83,0.77,20.11,,9.51,0.45,5.79
"ECLOGITE",38.76,0.06,21.83,,22.26,0.49,5.97
"ECLOGITE",39.59,0.08,21.97,,19.79,0.27,7.18
"ECLOGITE",41.18,0.49,22.08,,8.22,0.35,4.09
"ECLOGITE",39.23,0.05,21.69,,19.2,0.4,9.89
"ECLOGITE",38.85,0.01,21.79,,22,0.47,6.1
"ECLOGITE",38.56,0.09,22.1,,19.99,0.3,6.92
"PERIDOTITE",40.47,0.02,17.53,,7.29,0.44,7.21
"PERIDOTITE",40.9,0.01,17.91,,7.73,0.52,7.79
"PERIDOTITE",41.18,,17.23,,7.07,0.4,7.47
"PERIDOTITE",40.72,,17.14,,7.26,0.43,7.99
"PERIDOTITE",41.16,0.01,18.39,,7.31,0.45,7.23
"PERIDOTITE",41.35,0.04,18.57,,7.46,0.44,7.06
"PERIDOTITE",41.22,0.02,18.69,,7.29,0.44,7.01
"PERIDOTITE",41.47,,18.5,,7.43,0.49,7
"PERIDOTITE",40.91,0.01,18.8,,7.32,0.42,6.82
"PERIDOTITE",40.32,0.01,17.48,,7.61,0.44,7.56
"PERIDOTITE",40.17,,17.44,,7.18,0.4,7.69
"PERIDOTITE",39.94,0.01,16.77,,7.52,0.46,7.81
"PERIDOTITE",40.98,0.72,18.35,,6.43,0.31,6.08
"PERIDOTITE",41.35,0.28,19.87,,6.24,0.31,4.78
"PERIDOTITE",41.32,0.26,19.77,,6.27,0.29,4.6
"PERIDOTITE",42.33,0.36,20.32,,6.33,0.29,4.47
"PERIDOTITE",41.09,0.02,21.06,,8.09,0.43,5.64
"PERIDOTITE",42.23,0.23,20.73,,6.39,0.27,4.52
"PERIDOTITE",40.67,0.61,17.14,,6.58,0.33,5.78
"PERIDOTITE",41.4,0.57,20.29,,6.69,0.29,4.62
"PERIDOTITE",41.81,0.28,20.81,,6.17,0.26,4.66
"PERIDOTITE",40.7,0.39,17.54,,6.75,0.34,5.4
"PERIDOTITE",41.96,0.16,21.06,,6.42,0.27,4.52
"PERIDOTITE",40.67,0.02,19.99,,8.49,0.51,6.14
"PERIDOTITE",42.19,0.31,20.9,,6.31,0.27,4.38
"PERIDOTITE",41.58,0.37,20.21,,6.45,0.32,4.67
"PERIDOTITE",42.56,0.29,21.74,,6.07,0.31,4.12
"PERIDOTITE",40.75,0.24,18.83,,6.4,0.33,5.14
"PERIDOTITE",41.22,0.2,19.91,,6.49,0.3,5.05
"PERIDOTITE",40.69,0.49,18.98,,6.35,0.35,4.89
"PERIDOTITE",41.29,0.33,19.43,,6.67,0.28,4.77
"PERIDOTITE",40.77,0.06,20.81,,7.88,0.4,4.91
"PERIDOTITE",40.97,0.6,19.26,,8.39,0.37,5.07
"PERIDOTITE",41.23,0.04,21.67,,8.58,0.34,4.56
"PERIDOTITE",41.7,0.69,18.18,,6.54,0.27,5.2
"PERIDOTITE",40.8,0.03,18.34,,7.18,0.38,5.98
"PERIDOTITE",41.48,0.01,20.58,,7.84,0.39,5.13
"PERIDOTITE",41.46,0.08,18.22,,6.28,0.25,5.71
"PERIDOTITE",40.53,0.35,17.35,,6.64,0.35,5.97
"PERIDOTITE",40.51,0.29,17.45,,6.26,0.27,5.65
"PERIDOTITE",40.43,0.14,17.02,,6.53,0.33,6.18
"PERIDOTITE",41.85,0.11,20.1,,6.88,0.34,5.09
"PERIDOTITE",40.31,0.4,17.34,,7.31,0.34,5.31
"PERIDOTITE",41.62,0.04,19.96,,7.82,0.41,5.47
"PERIDOTITE",41.96,0.2,21.4,,6.51,0.29,4.47
"PERIDOTITE",41.21,0.34,19.48,,6.48,0.31,4.8
"PERIDOTITE",40.64,0.29,17.26,,6.37,0.34,5.67
"PERIDOTITE",41.05,0.02,20.59,,7.58,0.38,5.05
"PERIDOTITE",40.82,0.21,19.33,,6.21,0.32,5.06
"PERIDOTITE",40.02,0.07,21.37,,8.13,0.36,4.66
"PERIDOTITE",40.82,0.64,19.13,,7.94,0.37,5.69
"PERIDOTITE",40.99,0.42,19.27,,6.51,0.32,4.76
"PERIDOTITE",40.4,0.13,19.28,,7.19,0.39,5.49
"PERIDOTITE",41.25,0.22,19.19,,6.46,0.3,4.96
"PERIDOTITE",40.7,0.2,17.39,,6.04,0.3,5.42
"PERIDOTITE",40.48,0.26,17.75,,6.78,0.35,5.67
"PERIDOTITE",41.09,,21.06,,8.01,0.52,6.25
"PERIDOTITE",40.71,0.11,17.99,,6.95,0.41,7.26
"PERIDOTITE",41.51,0.06,20.2,,8,0.42,4.54
"PERIDOTITE",40.79,0.02,20.6,,7.66,0.36,5.09
"PERIDOTITE",40.1,0.2,18.04,,7.34,0.42,6.88
"PERIDOTITE",40.96,0.37,19.68,,6.53,0.31,4.82
"PERIDOTITE",40.26,0.05,18.51,,7.61,0.41,6.09
"PERIDOTITE",40.12,0.09,15.96,,6.59,0.35,6.7
"PERIDOTITE",41.32,0.24,20.12,,6.08,0.28,4.83
"PERIDOTITE",40.8,,19.57,,7.91,0.44,5.91
"PERIDOTITE",40.44,0.14,18.42,,6.36,0.36,5.59
"PERIDOTITE",41.16,0.13,19.04,,5.96,0.33,4.66
"PERIDOTITE",41.02,0.01,18.45,,7.73,0.53,7.28
"PERIDOTITE",41.14,0.53,17.65,,6.6,0.27,5.26
"PERIDOTITE",40.13,0.33,16.17,,6.62,0.35,6.62
"PERIDOTITE",40.37,0.62,16.54,,6.27,0.31,5.98
"PERIDOTITE",42.71,0.69,18.88,,6.16,0.27,5.26
"PERIDOTITE",41.75,0.26,19.36,,6.24,0.32,4.74
"PERIDOTITE",42.57,0.04,17.46,,6.29,0.32,6.13
"PERIDOTITE",41.32,0.16,17.38,,7.22,0.42,6.3
"PERIDOTITE",40.84,0.05,18.99,,7.51,0.46,6.11
"PERIDOTITE",42.82,0.22,19.31,,6.12,0.29,4.84
"PERIDOTITE",42.05,0.43,17.1,,6.51,0.28,5.67
"PERIDOTITE",40.92,0.04,20.95,,7.23,0.38,4.75
"PERIDOTITE",42.35,0.02,21.13,,7.47,0.34,4.71
"PERIDOTITE",42.17,0.34,19.22,,6.38,0.31,4.87
"PERIDOTITE",42.51,0.49,19.18,,6.33,0.29,4.78
"PERIDOTITE",41.44,0.64,19.79,,6.83,0.35,5.65
"PERIDOTITE",40.89,0.05,18.58,,7.01,0.42,5.92
"PERIDOTITE",41.31,0.57,18.01,,6.36,0.36,5.29
"PERIDOTITE",41.39,0.18,16.95,,6.41,0.33,6.12
"PERIDOTITE",42.29,0.27,19.69,,6.06,0.28,4.71
"PERIDOTITE",41.97,0.03,18.07,,7.3,0.42,6.05
"PERIDOTITE",40.82,0.18,19.75,,7.84,0.4,4.6
"PERIDOTITE",41.79,,18.96,,7.29,0.37,5.87
"PERIDOTITE",41.47,0.08,17.56,,6.21,0.32,3.94
"PERIDOTITE",42.24,0.37,19.85,,6.16,0.29,4.59
"PERIDOTITE",42.08,0.49,19.33,,5.8,0.25,4.89
"PERIDOTITE",41.34,0.12,20.02,,7.32,0.38,4.75
"PERIDOTITE",42.18,0.39,19.36,,6.52,0.3,4.59
"PERIDOTITE",42.75,0.54,18.51,,7.03,0.39,5.06
"PERIDOTITE",42.59,0.77,17.62,,7.02,0.39,5.65
"PERIDOTITE",42.65,,22.17,,8.58,0.49,8.02
"PERIDOTITE",41.93,0.29,21.93,,8.23,0.31,3.99
"PERIDOTITE",41.72,0.81,17.93,,6.22,0.31,5.23
"PERIDOTITE",41.94,0.25,17.72,,5.8,0.26,5.31
"PERIDOTITE",41.55,0.61,18.25,,6.77,0.34,5.02
"PERIDOTITE",41.26,0.03,20.09,,7.9,0.47,6.2
"PERIDOTITE",41.97,0.01,20.38,,7.61,0.38,5.24
"PERIDOTITE",41.5,0.35,18.85,,6.66,0.3,5.25
"PERIDOTITE",41.36,0.02,19.91,,7.53,0.39,5.19
"PERIDOTITE",41.39,0.46,17.37,,6.29,0.28,5.31
"PERIDOTITE",41.89,0.66,15.79,,6.49,0.26,6.33
"PERIDOTITE",42.71,0.51,17.59,,6.82,0.33,5.27
"PERIDOTITE",40.77,0.19,19.76,,5.99,0.28,4.86
"PERIDOTITE",40.63,0.38,18.58,,6.4,0.32,5.25
"PERIDOTITE",40.39,0.36,20.67,,6.69,0.32,4.8
"PERIDOTITE",41.94,0.45,20.75,,6.13,0.26,4.5
"PERIDOTITE",39.88,0.03,19.33,,7.2,0.43,5.7
"PERIDOTITE",40.08,0.75,17.93,,6.34,0.33,5.46
"PERIDOTITE",40.08,,17.2,,7.68,0.44,6.18
"PERIDOTITE",40.82,0.02,19.8,,7.39,0.42,5.8
"PERIDOTITE",40.35,0.01,20.17,,7.53,0.41,5.52
"PERIDOTITE",40.39,0.06,20.32,,7.35,0.38,5.06
"PERIDOTITE",40.6,0.43,20.2,,6.56,0.28,4.76
"PERIDOTITE",41.41,0.71,17.32,,6.48,0.33,5.61
"PERIDOTITE",40.09,0.56,17.35,,6.71,0.33,5.57
"PERIDOTITE",41.78,0.17,18.23,,5.99,0.27,5.48
"PERIDOTITE",40.77,0.03,20.77,,7.41,0.42,5.4
"PERIDOTITE",41.92,0.18,19.47,,6.18,0.26,5.16
"PERIDOTITE",41.17,0.2,18.13,,6.11,0.36,5.44
"PERIDOTITE",40.95,0.29,17.72,,5.9,0.28,5.29
"PERIDOTITE",42.67,,21.61,,7.63,0.48,5.74
"PERIDOTITE",41.05,0.33,19.37,,5.72,0.26,4.73
"PERIDOTITE",41.23,0.42,18.13,,6.02,0.31,5.45
"PERIDOTITE",40.58,0.39,17.29,,6.33,0.34,5.75
"PERIDOTITE",41.04,0.4,18.6,,6.13,0.31,4.99
"PERIDOTITE",40.7,0.06,20.37,,7.13,0.37,4.92
"PERIDOTITE",41.58,0.01,20.84,,7.23,0.41,6.28
"PERIDOTITE",41.54,0.2,19.2,,6.08,0.26,5.28
"PERIDOTITE",42,0.15,17.39,,6.21,0.31,5.98
"PERIDOTITE",41.55,0.05,17.26,,6.09,0.33,6.04
"PERIDOTITE",41.96,0.26,19.5,,6.02,0.32,4.63
"PERIDOTITE",42.27,0.06,21.79,,7.42,0.33,4.25
"PERIDOTITE",42.01,0.62,19.06,,6.5,0.31,4.79
"PERIDOTITE",41.91,0.19,16.99,,6.18,0.33,5.63
"PERIDOTITE",42.28,0.04,18.76,,7.14,0.41,5.25
"PERIDOTITE",42.36,0.08,21.01,,7.47,0.37,4.3
"PERIDOTITE",42.16,0.02,19.96,,7.32,0.39,5.01
"PERIDOTITE",42.02,0.22,17.93,,5.86,0.27,5.11
"PERIDOTITE",42.2,0.33,17.7,,6,0.3,5.14
"PERIDOTITE",42.3,0.38,18.55,,6.03,0.26,4.83
"PERIDOTITE",42.19,0.04,19.5,,7.06,0.39,5.26
"ECLOGITE",40.52,0.3,22.43,,6.23,0.28,3.61
"PERIDOTITE",40.81,0.54,21.92,,8.34,0.34,4.3
"PERIDOTITE",40.63,0.91,17.42,,6.45,0.31,5.75
"PERIDOTITE",40.58,0.64,19.49,,7.18,0.37,6.98
"PERIDOTITE",41.22,0.63,19.89,,7.9,0.38,5.67
"PERIDOTITE",41.68,0.56,21.25,,8.68,0.37,4.63
"PERIDOTITE",40.27,0.5,21.34,,8.37,0.35,5.18
"PERIDOTITE",41.5,0.21,21.08,,6.52,0.26,4.55
"PERIDOTITE",40.99,0.65,21.02,,8.15,0.31,4.65
"PERIDOTITE",40.12,0.46,21.07,,6.51,0.27,4.79
"PERIDOTITE",40.68,0.43,19.15,,6.42,0.28,5.27
"PERIDOTITE",40.93,0.67,20.18,,7.9,0.28,4.51
"PERIDOTITE",41.15,0.84,20.56,,8.9,0.31,4.22
"PERIDOTITE",42.36,0.55,20.69,,7.74,0.31,4.19
"PERIDOTITE",41.18,0.23,21.21,,7.51,0.34,4.11
"PERIDOTITE",41.84,0.44,20.07,,7.18,0.3,4.78
"PERIDOTITE",41.57,0.93,17.74,,6.59,0.38,6.02
"PERIDOTITE",41.5,2.16,20.18,,8.87,0.28,5.45
"PERIDOTITE",42.52,0.55,20.17,,7.26,0.22,4.69
"PERIDOTITE",41.3,0.66,19,,7.51,0.35,4.97
"PERIDOTITE",41.04,0.61,20.93,,7.92,0.31,4.13
"PERIDOTITE",40.37,0.93,17.26,,7.44,0.35,6.23
"PERIDOTITE",40.87,0.58,20.36,,8.39,0.31,4.46
"PERIDOTITE",41.35,0.31,20.79,,6.4,0.28,4.52
"PERIDOTITE",40.55,0.57,21.65,,8.78,0.34,4.21
"PERIDOTITE",40.54,0.5,20.59,,6.98,0.32,3.89
"PERIDOTITE",40.44,0.6,21.12,,8.21,0.28,4.11
"PERIDOTITE",42.1,0.32,22.4,,6.5,0.28,3.55
"PERIDOTITE",41.08,0.59,20.4,,7.59,0.29,4.71
"PERIDOTITE",41.93,0.61,20.64,,8.01,0.25,4.4
"PERIDOTITE",41.33,0.42,20.28,,6.5,0.32,4.53
"PERIDOTITE",41.86,0.6,20.22,,7.93,0.26,4.12
"PERIDOTITE",41.66,0.54,20.47,,7.2,0.25,4.21
"PERIDOTITE",40.69,0.56,20.76,,6.22,0.2,4.52
"PERIDOTITE",41.33,0.57,21.1,,8.56,0.38,4.36
